                  下月连续 (IFL1)
 
      时间	    开盘	    最高	    最低	    收盘	         成交量	   MA.MA30  	   MA.MA60  	   MA.MA120 	   MA.MA250 	 
 03/20-10:09	2563.800	2565.000	2563.200	2564.600	             22	   2560.400	   2549.200	   2538.233	   2529.648	
 03/20-10:10	2565.200	2567.800	2565.200	2565.600	             20	   2560.667	   2549.800	   2538.633	   2529.840	
 03/20-10:11	2566.000	2567.800	2563.000	2564.400	             30	   2560.933	   2550.333	   2538.967	   2530.016	
 03/20-10:12	2564.400	2566.000	2564.400	2564.600	             15	   2561.333	   2550.867	   2539.333	   2530.208	
 03/20-10:13	2563.600	2565.200	2562.000	2564.000	             16	   2561.600	   2551.333	   2539.700	   2530.384	
 03/20-10:14	2564.000	2565.200	2563.000	2564.400	             15	   2562.267	   2551.867	   2540.067	   2530.560	
 03/20-10:15	2563.800	2568.000	2563.800	2568.000	             16	   2562.933	   2552.467	   2540.433	   2530.752	
 03/20-10:16	2567.600	2579.800	2566.800	2577.800	            131	   2564.000	   2553.200	   2540.900	   2530.976	
 03/20-10:17	2578.800	2581.400	2572.800	2576.000	            207	   2564.933	   2553.867	   2541.333	   2531.200	
 03/20-10:18	2576.000	2576.000	2572.800	2574.000	             53	   2565.867	   2554.600	   2541.767	   2531.424	
 03/20-10:19	2573.800	2573.800	2565.000	2566.200	             66	   2566.267	   2555.133	   2542.100	   2531.600	
 03/20-10:20	2566.000	2566.000	2564.200	2565.800	             19	   2566.800	   2555.667	   2542.433	   2531.776	
 03/20-10:21	2565.200	2565.400	2558.000	2559.400	            131	   2567.067	   2556.067	   2542.700	   2531.920	
 03/20-10:22	2560.000	2562.800	2559.200	2561.400	             26	   2567.200	   2556.467	   2543.000	   2532.080	
 03/20-10:23	2560.800	2564.600	2560.800	2563.400	             46	   2567.200	   2556.867	   2543.333	   2532.256	
 03/20-10:24	2563.600	2566.000	2563.600	2564.600	             14	   2567.200	   2557.333	   2543.700	   2532.432	
 03/20-10:25	2565.000	2570.600	2564.200	2569.200	             50	   2567.200	   2557.867	   2544.067	   2532.624	
 03/20-10:26	2569.400	2569.400	2566.000	2567.800	             16	   2567.333	   2558.333	   2544.433	   2532.816	
 03/20-10:27	2567.800	2572.000	2567.400	2569.200	             41	   2567.600	   2558.867	   2544.833	   2533.040	
 03/20-10:28	2569.200	2569.200	2565.000	2566.600	             82	   2567.600	   2559.333	   2545.167	   2533.232	
 03/20-10:29	2566.000	2571.200	2563.200	2570.000	            143	   2567.733	   2559.867	   2545.567	   2533.440	
 03/20-10:30	2568.800	2571.600	2568.400	2571.600	             46	   2567.733	   2560.400	   2546.000	   2533.664	
 03/20-10:31	2571.200	2576.600	2570.600	2573.600	             99	   2567.600	   2560.933	   2546.400	   2533.856	
 03/20-10:32	2574.200	2574.200	2570.200	2571.400	             40	   2567.600	   2561.533	   2546.800	   2534.064	
 03/20-10:33	2571.800	2572.600	2570.000	2570.400	             13	   2567.467	   2561.933	   2547.167	   2534.272	
 03/20-10:34	2570.200	2573.800	2570.200	2573.000	             33	   2567.600	   2562.467	   2547.567	   2534.496	
 03/20-10:35	2574.600	2577.600	2572.600	2577.400	             31	   2567.733	   2563.000	   2548.000	   2534.736	
 03/20-10:36	2577.600	2582.000	2576.200	2580.200	             79	   2568.267	   2563.600	   2548.467	   2534.992	
 03/20-10:37	2579.600	2580.000	2572.600	2573.800	             33	   2568.800	   2564.067	   2548.867	   2535.232	
 03/20-10:38	2573.800	2574.200	2572.600	2572.800	             25	   2569.067	   2564.533	   2549.267	   2535.456	
 03/20-10:39	2572.400	2575.400	2571.600	2575.200	             30	   2569.467	   2564.933	   2549.667	   2535.696	
 03/20-10:40	2573.800	2573.800	2570.400	2570.400	             10	   2569.467	   2565.067	   2550.000	   2535.904	
 03/20-10:41	2573.000	2578.400	2573.000	2576.400	             28	   2569.867	   2565.400	   2550.400	   2536.144	
 03/20-10:42	2576.600	2577.200	2574.600	2577.200	             47	   2570.400	   2565.867	   2550.867	   2536.400	
 03/20-10:43	2575.200	2577.200	2575.000	2577.200	             13	   2570.800	   2566.200	   2551.267	   2536.640	
 03/20-10:44	2577.000	2582.400	2577.000	2580.600	             77	   2571.333	   2566.800	   2551.700	   2536.880	
 03/20-10:45	2578.400	2584.000	2578.400	2580.600	             52	   2571.733	   2567.333	   2552.133	   2537.152	
 03/20-10:46	2580.600	2581.200	2577.000	2578.400	             37	   2571.867	   2567.933	   2552.567	   2537.408	
 03/20-10:47	2579.600	2582.400	2579.600	2582.200	             18	   2572.000	   2568.467	   2553.000	   2537.696	
 03/20-10:48	2582.800	2583.000	2577.400	2577.800	             33	   2572.133	   2569.000	   2553.400	   2537.968	
 03/20-10:49	2578.000	2579.200	2576.800	2576.800	             27	   2572.533	   2569.400	   2553.767	   2538.240	
 03/20-10:50	2578.800	2579.000	2575.200	2575.600	             25	   2572.800	   2569.800	   2554.133	   2538.512	
 03/20-10:51	2575.000	2579.000	2574.800	2577.200	             29	   2573.333	   2570.200	   2554.500	   2538.784	
 03/20-10:52	2577.200	2579.600	2577.200	2579.000	             24	   2574.000	   2570.600	   2554.900	   2539.072	
 03/20-10:53	2579.800	2586.400	2579.800	2585.200	             90	   2574.667	   2570.933	   2555.367	   2539.344	
 03/20-10:54	2584.200	2587.000	2583.000	2585.600	             66	   2575.467	   2571.333	   2555.867	   2539.648	
 03/20-10:55	2584.400	2586.000	2581.400	2586.000	             26	   2576.000	   2571.600	   2556.300	   2539.952	
 03/20-10:56	2584.200	2586.000	2583.600	2584.600	             26	   2576.533	   2571.933	   2556.733	   2540.240	
 03/20-10:57	2586.000	2586.000	2581.600	2581.600	             31	   2576.933	   2572.267	   2557.167	   2540.528	
 03/20-10:58	2581.400	2586.800	2581.400	2585.000	             26	   2577.600	   2572.600	   2557.600	   2540.832	
 03/20-10:59	2585.200	2586.600	2585.000	2585.400	             21	   2578.000	   2572.867	   2558.033	   2541.120	
 03/20-11:00	2585.400	2586.600	2583.000	2583.400	             14	   2578.400	   2573.067	   2558.467	   2541.408	
 03/20-11:01	2587.400	2588.600	2586.200	2586.400	             91	   2578.933	   2573.267	   2558.967	   2541.712	
 03/20-11:02	2585.000	2589.800	2585.000	2588.800	             35	   2579.467	   2573.533	   2559.400	   2542.016	
 03/20-11:03	2589.000	2589.800	2586.400	2586.400	             17	   2580.133	   2573.800	   2559.867	   2542.304	
 03/20-11:04	2586.000	2587.000	2583.400	2584.400	             26	   2580.400	   2574.000	   2560.300	   2542.560	
 03/20-11:05	2585.000	2585.000	2582.000	2583.400	             26	   2580.533	   2574.133	   2560.667	   2542.784	
 03/20-11:06	2582.600	2583.200	2581.000	2581.800	             52	   2580.667	   2574.467	   2561.100	   2543.024	
 03/20-11:07	2581.600	2581.600	2578.000	2580.200	             43	   2580.800	   2574.800	   2561.467	   2543.248	
 03/20-11:08	2582.000	2588.400	2582.000	2585.800	             34	   2581.200	   2575.133	   2561.900	   2543.488	
 03/20-11:09	2586.000	2590.400	2585.200	2589.200	             70	   2581.733	   2575.600	   2562.400	   2543.760	
 03/20-11:10	2589.200	2591.000	2588.800	2590.600	             45	   2582.400	   2575.933	   2562.867	   2544.016	
 03/20-11:11	2589.400	2591.000	2588.600	2589.600	             39	   2582.933	   2576.400	   2563.367	   2544.288	
 03/20-11:12	2590.600	2595.000	2589.800	2594.600	             88	   2583.333	   2576.867	   2563.867	   2544.544	
 03/20-11:13	2595.400	2599.200	2593.800	2598.000	             99	   2584.133	   2577.467	   2564.400	   2544.864	
 03/20-11:14	2597.800	2599.400	2595.000	2598.000	             64	   2584.667	   2578.000	   2564.933	   2545.152	
 03/20-11:15	2598.600	2604.200	2598.000	2602.400	             91	   2585.467	   2578.600	   2565.533	   2545.472	
 03/20-11:16	2601.400	2602.400	2598.400	2599.000	             31	   2586.133	   2579.000	   2566.100	   2545.792	
 03/20-11:17	2597.600	2599.000	2597.600	2599.000	             26	   2586.800	   2579.400	   2566.633	   2546.096	
 03/20-11:18	2600.000	2605.000	2597.000	2598.200	             59	   2587.333	   2579.733	   2567.167	   2546.384	
 03/20-11:19	2598.800	2599.200	2596.400	2597.200	             26	   2588.000	   2580.267	   2567.700	   2546.688	
 03/20-11:20	2599.000	2603.600	2594.800	2602.400	             25	   2588.933	   2580.867	   2568.267	   2547.024	
 03/20-11:21	2602.000	2604.600	2602.000	2602.400	             39	   2589.867	   2581.600	   2568.833	   2547.328	
 03/20-11:22	2604.200	2608.800	2603.600	2608.800	             45	   2590.800	   2582.400	   2569.433	   2547.648	
 03/20-11:23	2608.000	2609.200	2606.200	2609.000	             34	   2591.600	   2583.133	   2570.000	   2547.904	
 03/20-11:24	2609.000	2609.400	2607.200	2608.600	             16	   2592.267	   2583.867	   2570.600	   2548.176	
 03/20-11:25	2608.000	2608.600	2605.400	2607.400	             24	   2593.067	   2584.533	   2571.200	   2548.416	
 03/20-11:26	2608.600	2610.000	2603.000	2604.400	             44	   2593.733	   2585.133	   2571.733	   2548.656	
 03/20-11:27	2604.200	2609.400	2604.000	2608.200	             19	   2594.533	   2585.733	   2572.300	   2548.928	
 03/20-11:28	2608.200	2608.200	2602.000	2603.600	             28	   2595.200	   2586.400	   2572.867	   2549.168	
 03/20-11:29	2603.600	2604.800	2600.000	2604.400	             69	   2595.867	   2586.933	   2573.400	   2549.424	
 03/20-11:30	2604.800	2604.800	2600.000	2600.200	             57	   2596.400	   2587.400	   2573.900	   2549.680	
 03/20-13:01	2599.000	2602.000	2598.200	2601.000	             40	   2596.800	   2587.867	   2574.400	   2549.936	
 03/20-13:02	2601.000	2601.000	2597.200	2597.200	             24	   2597.200	   2588.333	   2574.933	   2550.208	
 03/20-13:03	2596.800	2596.800	2593.600	2594.600	             55	   2597.333	   2588.733	   2575.333	   2550.432	
 03/20-13:04	2594.200	2596.000	2593.800	2595.200	             32	   2597.733	   2589.067	   2575.767	   2550.688	
 03/20-13:05	2594.000	2594.000	2590.000	2590.600	             75	   2598.133	   2589.333	   2576.167	   2550.928	
 03/20-13:06	2590.600	2592.200	2589.400	2591.000	             22	   2598.400	   2589.533	   2576.567	   2551.184	
 03/20-13:07	2591.000	2592.600	2589.400	2592.600	             41	   2598.800	   2589.800	   2576.933	   2551.440	
 03/20-13:08	2591.000	2593.400	2591.000	2592.800	             19	   2599.067	   2590.133	   2577.333	   2551.696	
 03/20-13:09	2592.000	2592.200	2590.000	2590.000	             32	   2598.933	   2590.333	   2577.633	   2551.936	
 03/20-13:10	2590.400	2590.400	2583.200	2584.600	            119	   2598.933	   2590.667	   2577.867	   2552.176	
 03/20-13:11	2584.800	2585.200	2582.000	2584.000	             50	   2598.667	   2590.800	   2578.100	   2552.400	
 03/20-13:12	2584.200	2585.000	2583.000	2583.600	             23	   2598.400	   2590.867	   2578.367	   2552.624	
 03/20-13:13	2582.800	2584.200	2582.800	2583.800	             13	   2597.733	   2590.933	   2578.567	   2552.832	
 03/20-13:14	2585.000	2586.400	2584.200	2585.200	             17	   2597.467	   2591.067	   2578.933	   2553.088	
 03/20-13:15	2584.800	2584.800	2581.000	2581.000	             51	   2596.667	   2591.067	   2579.200	   2553.296	
 03/20-13:16	2581.600	2583.600	2580.600	2583.600	             43	   2596.133	   2591.133	   2579.533	   2553.536	
 03/20-13:17	2583.600	2584.400	2582.800	2584.400	             20	   2595.600	   2591.200	   2579.833	   2553.776	
 03/20-13:18	2584.400	2587.200	2583.600	2586.600	             37	   2595.333	   2591.333	   2580.167	   2554.016	
 03/20-13:19	2587.000	2588.000	2586.200	2587.600	             15	   2595.067	   2591.533	   2580.467	   2554.288	
 03/20-13:20	2587.000	2587.600	2585.600	2586.000	              9	   2594.400	   2591.667	   2580.733	   2554.544	
 03/20-13:21	2584.800	2584.800	2581.000	2583.800	             31	   2593.733	   2591.800	   2581.000	   2554.800	
 03/20-13:22	2583.000	2583.200	2582.200	2583.000	              8	   2592.933	   2591.867	   2581.233	   2555.056	
 03/20-13:23	2583.400	2585.600	2583.400	2585.200	             21	   2592.133	   2591.867	   2581.400	   2555.328	
 03/20-13:24	2585.800	2588.400	2585.800	2588.200	             73	   2591.467	   2591.867	   2581.600	   2555.600	
 03/20-13:25	2588.600	2588.600	2585.600	2587.400	             25	   2590.800	   2591.933	   2581.767	   2555.872	
 03/20-13:26	2587.000	2587.000	2585.000	2586.600	             17	   2590.267	   2592.000	   2581.967	   2556.144	
 03/20-13:27	2586.800	2589.800	2586.800	2589.800	             24	   2589.600	   2592.067	   2582.167	   2556.416	
 03/20-13:28	2590.000	2594.000	2590.000	2594.000	             39	   2589.333	   2592.267	   2582.433	   2556.720	
 03/20-13:29	2592.800	2592.800	2591.600	2592.000	             16	   2588.933	   2592.400	   2582.633	   2557.008	
 03/20-13:30	2592.000	2593.600	2591.400	2593.600	             13	   2588.667	   2592.533	   2582.800	   2557.280	
 03/20-13:31	2594.600	2595.800	2592.400	2593.200	             64	   2588.400	   2592.600	   2582.933	   2557.552	
 03/20-13:32	2593.800	2599.400	2593.200	2598.400	             35	   2588.400	   2592.800	   2583.167	   2557.840	
 03/20-13:33	2597.400	2598.000	2596.200	2598.000	             12	   2588.533	   2592.933	   2583.367	   2558.112	
 03/20-13:34	2597.800	2600.200	2597.800	2600.200	             24	   2588.667	   2593.200	   2583.600	   2558.416	
 03/20-13:35	2599.800	2600.800	2597.200	2599.800	             40	   2588.933	   2593.533	   2583.833	   2558.752	
 03/20-13:36	2599.800	2600.400	2598.800	2599.000	             22	   2589.200	   2593.800	   2584.133	   2559.072	
 03/20-13:37	2600.000	2600.000	2598.800	2598.800	             60	   2589.467	   2594.133	   2584.467	   2559.392	
 03/20-13:38	2598.200	2599.400	2597.600	2599.400	             16	   2589.733	   2594.400	   2584.767	   2559.712	
 03/20-13:39	2600.000	2604.600	2599.400	2601.800	             95	   2590.133	   2594.533	   2585.067	   2560.032	
 03/20-13:40	2603.800	2605.400	2602.400	2605.400	             34	   2590.667	   2594.800	   2585.367	   2560.384	
 03/20-13:41	2606.000	2606.000	2603.000	2605.000	             11	   2591.467	   2595.067	   2585.733	   2560.736	
 03/20-13:42	2605.000	2605.000	2602.600	2602.600	             10	   2592.000	   2595.200	   2586.033	   2561.056	
 03/20-13:43	2604.000	2606.200	2604.000	2604.400	             48	   2592.800	   2595.267	   2586.367	   2561.392	
 03/20-13:44	2604.000	2604.000	2595.800	2597.200	             45	   2593.200	   2595.333	   2586.667	   2561.696	
 03/20-13:45	2597.400	2597.400	2595.200	2597.000	             65	   2593.733	   2595.200	   2586.900	   2562.016	
 03/20-13:46	2596.000	2598.000	2595.000	2597.200	             37	   2594.133	   2595.133	   2587.067	   2562.320	
 03/20-13:47	2597.400	2597.400	2597.400	2597.400	             24	   2594.667	   2595.133	   2587.267	   2562.608	
 03/20-13:48	2597.000	2604.200	2596.800	2604.000	             33	   2595.200	   2595.267	   2587.500	   2562.928	
 03/20-13:49	2604.000	2609.400	2602.600	2607.000	             70	   2595.733	   2595.400	   2587.833	   2563.248	
 03/20-13:50	2606.600	2609.000	2605.600	2607.400	             21	   2596.533	   2595.467	   2588.167	   2563.600	
 03/20-13:51	2609.000	2609.000	2605.200	2605.200	             30	   2597.333	   2595.533	   2588.567	   2563.936	
 03/20-13:52	2604.400	2607.600	2604.400	2606.200	             30	   2598.000	   2595.467	   2588.933	   2564.272	
 03/20-13:53	2606.400	2608.000	2604.600	2608.000	             22	   2598.800	   2595.467	   2589.300	   2564.624	
 03/20-13:54	2608.000	2608.000	2605.200	2606.000	             16	   2599.467	   2595.467	   2589.667	   2564.976	
 03/20-13:55	2607.400	2608.200	2605.400	2606.600	             31	   2600.000	   2595.400	   2589.967	   2565.296	
 03/20-13:56	2607.000	2607.800	2604.600	2604.600	             31	   2600.533	   2595.400	   2590.267	   2565.632	
 03/20-13:57	2605.600	2605.600	2600.000	2602.000	             37	   2601.067	   2595.333	   2590.533	   2565.952	
 03/20-13:58	2602.000	2602.000	2600.600	2601.000	             20	   2601.200	   2595.267	   2590.833	   2566.256	
 03/20-13:59	2606.000	2611.600	2606.000	2608.600	             69	   2601.733	   2595.333	   2591.133	   2566.592	
 03/20-14:00	2609.200	2609.400	2606.400	2607.800	             15	   2602.267	   2595.467	   2591.433	   2566.912	
 03/20-14:01	2608.600	2609.200	2607.000	2609.200	             27	   2602.933	   2595.667	   2591.767	   2567.248	
 03/20-14:02	2607.400	2612.800	2606.600	2611.000	             28	   2603.200	   2595.800	   2592.067	   2567.584	
 03/20-14:03	2609.400	2610.600	2609.200	2609.600	             23	   2603.733	   2596.133	   2592.433	   2567.936	
 03/20-14:04	2610.800	2610.800	2608.600	2609.000	              9	   2604.000	   2596.333	   2592.700	   2568.288	
 03/20-14:05	2609.000	2609.000	2607.000	2608.000	             18	   2604.267	   2596.600	   2592.967	   2568.624	
 03/20-14:06	2608.000	2608.000	2606.000	2606.600	             21	   2604.533	   2596.867	   2593.200	   2568.960	
 03/20-14:07	2606.400	2608.200	2606.400	2607.000	             15	   2604.667	   2597.067	   2593.433	   2569.280	
 03/20-14:08	2606.200	2606.200	2603.000	2603.400	             43	   2604.800	   2597.267	   2593.700	   2569.600	
 03/20-14:09	2603.400	2604.600	2603.000	2604.200	              8	   2604.933	   2597.533	   2593.933	   2569.920	
 03/20-14:10	2604.200	2604.600	2599.600	2600.600	            139	   2604.800	   2597.733	   2594.200	   2570.240	
 03/20-14:11	2601.400	2606.800	2601.000	2606.400	             14	   2604.800	   2598.133	   2594.467	   2570.576	
 03/20-14:12	2604.800	2607.400	2604.800	2607.000	             70	   2605.067	   2598.533	   2594.700	   2570.912	
 03/20-14:13	2606.000	2606.200	2602.000	2602.800	             23	   2604.933	   2598.867	   2594.900	   2571.216	
 03/20-14:14	2603.800	2605.800	2603.800	2605.000	              8	   2605.200	   2599.200	   2595.133	   2571.536	
 03/20-14:15	2605.200	2609.000	2605.200	2609.000	             31	   2605.600	   2599.667	   2595.367	   2571.872	
 03/20-14:16	2608.600	2609.600	2607.600	2607.600	             23	   2606.000	   2600.067	   2595.600	   2572.208	
 03/20-14:17	2606.800	2606.800	2604.800	2605.800	              8	   2606.133	   2600.400	   2595.800	   2572.512	
 03/20-14:18	2607.800	2608.800	2607.600	2607.600	              9	   2606.267	   2600.733	   2596.033	   2572.848	
 03/20-14:19	2608.800	2608.800	2606.600	2607.000	             11	   2606.400	   2601.067	   2596.300	   2573.168	
 03/20-14:20	2606.600	2606.600	2604.800	2605.400	             16	   2606.267	   2601.400	   2596.533	   2573.472	
 03/20-14:21	2605.000	2607.600	2605.000	2606.600	             30	   2606.267	   2601.800	   2596.800	   2573.792	
 03/20-14:22	2605.800	2608.800	2605.800	2608.800	             19	   2606.400	   2602.200	   2597.033	   2574.128	
 03/20-14:23	2609.000	2609.600	2608.200	2608.200	             15	   2606.400	   2602.600	   2597.233	   2574.448	
 03/20-14:24	2608.800	2608.800	2608.000	2608.400	             28	   2606.400	   2602.933	   2597.400	   2574.768	
 03/20-14:25	2607.200	2609.000	2607.200	2608.600	             21	   2606.533	   2603.267	   2597.600	   2575.088	
 03/20-14:26	2608.800	2609.600	2608.200	2608.800	             30	   2606.800	   2603.667	   2597.833	   2575.424	
 03/20-14:27	2609.200	2611.200	2609.200	2611.200	             15	   2606.933	   2604.000	   2598.033	   2575.744	
 03/20-14:28	2609.400	2610.000	2609.000	2609.000	             11	   2607.333	   2604.267	   2598.267	   2576.064	
 03/20-14:29	2608.600	2609.800	2608.200	2609.200	              8	   2607.333	   2604.533	   2598.467	   2576.368	
 03/20-14:30	2608.600	2609.000	2605.200	2605.200	             35	   2607.200	   2604.733	   2598.633	   2576.656	
 03/20-14:31	2606.000	2606.000	2601.200	2602.800	             87	   2606.933	   2604.933	   2598.767	   2576.944	
 03/20-14:32	2601.600	2603.600	2601.600	2603.200	             35	   2606.800	   2605.000	   2598.900	   2577.232	
 03/20-14:33	2603.200	2605.600	2603.000	2604.400	             23	   2606.533	   2605.133	   2599.033	   2577.536	
 03/20-14:34	2604.200	2607.000	2604.200	2606.200	             21	   2606.400	   2605.200	   2599.200	   2577.840	
 03/20-14:35	2606.200	2608.000	2606.200	2608.000	             12	   2606.400	   2605.333	   2599.433	   2578.144	
 03/20-14:36	2607.200	2608.000	2607.000	2607.400	             12	   2606.400	   2605.467	   2599.633	   2578.448	
 03/20-14:37	2607.200	2607.400	2605.800	2605.800	             20	   2606.533	   2605.600	   2599.867	   2578.752	
 03/20-14:38	2606.600	2608.600	2605.600	2608.600	             21	   2606.667	   2605.733	   2600.067	   2579.056	
 03/20-14:39	2608.400	2608.400	2607.200	2607.200	              4	   2606.800	   2605.867	   2600.200	   2579.360	
 03/20-14:40	2607.000	2607.000	2605.200	2606.600	             17	   2606.933	   2605.867	   2600.333	   2579.648	
 03/20-14:41	2604.600	2605.400	2603.000	2605.400	             32	   2606.933	   2605.867	   2600.467	   2579.968	
 03/20-14:42	2604.600	2606.800	2604.600	2606.000	             10	   2606.800	   2605.933	   2600.567	   2580.240	
 03/20-14:43	2605.400	2605.400	2604.000	2605.200	              8	   2607.067	   2606.000	   2600.633	   2580.544	
 03/20-14:44	2605.600	2606.200	2605.600	2606.200	             10	   2606.933	   2606.067	   2600.700	   2580.832	
 03/20-14:45	2606.400	2607.400	2605.800	2607.400	              7	   2606.933	   2606.267	   2600.733	   2581.120	
 03/20-14:46	2607.000	2607.400	2607.000	2607.400	              2	   2606.933	   2606.467	   2600.800	   2581.424	
 03/20-14:47	2607.000	2607.800	2606.600	2607.800	              4	   2607.067	   2606.600	   2600.867	   2581.712	
 03/20-14:48	2606.600	2608.000	2606.600	2607.400	             14	   2607.067	   2606.667	   2600.967	   2582.016	
 03/20-14:49	2607.000	2607.200	2607.000	2607.200	              2	   2606.933	   2606.667	   2601.033	   2582.304	
 03/20-14:50	2608.000	2608.200	2607.800	2608.200	              3	   2607.067	   2606.667	   2601.067	   2582.608	
 03/20-14:51	2608.000	2608.200	2607.400	2607.400	             10	   2607.067	   2606.667	   2601.100	   2582.912	
 03/20-14:52	2607.600	2608.000	2607.400	2607.600	              6	   2607.067	   2606.733	   2601.100	   2583.216	
 03/20-14:53	2607.600	2609.200	2607.600	2608.200	             10	   2607.067	   2606.733	   2601.100	   2583.504	
 03/20-14:54	2608.200	2610.200	2608.200	2610.000	             41	   2607.200	   2606.800	   2601.133	   2583.824	
 03/20-14:55	2610.000	2610.200	2608.800	2609.200	             32	   2607.200	   2606.867	   2601.133	   2584.128	
 03/20-14:56	2609.200	2609.200	2608.000	2608.200	             14	   2607.067	   2606.933	   2601.167	   2584.432	
 03/20-14:57	2608.600	2609.000	2608.000	2608.800	             11	   2607.067	   2607.000	   2601.167	   2584.720	
 03/20-14:58	2608.800	2609.000	2608.200	2608.200	             12	   2606.933	   2607.133	   2601.200	   2585.024	
 03/20-14:59	2608.600	2608.600	2607.800	2607.800	             17	   2606.933	   2607.133	   2601.233	   2585.328	
 03/20-15:00	2608.200	2608.200	2608.200	2608.200	              1	   2607.067	   2607.133	   2601.300	   2585.616	
 03/20-15:01	2608.400	2609.600	2608.000	2609.600	             16	   2607.333	   2607.133	   2601.400	   2585.920	
 03/20-15:02	2609.400	2610.000	2609.400	2610.000	             14	   2607.467	   2607.133	   2601.467	   2586.208	
 03/20-15:03	2610.200	2611.200	2610.000	2611.200	             25	   2607.733	   2607.133	   2601.633	   2586.496	
 03/20-15:04	2611.000	2611.000	2610.200	2610.800	              4	   2608.000	   2607.200	   2601.767	   2586.800	
 03/20-15:05	2610.600	2610.600	2610.000	2610.000	             11	   2608.000	   2607.200	   2601.900	   2587.088	
 03/20-15:06	2610.000	2610.200	2609.400	2609.800	             24	   2608.133	   2607.267	   2602.067	   2587.376	
 03/20-15:07	2609.800	2610.600	2609.200	2610.400	             28	   2608.133	   2607.333	   2602.200	   2587.648	
 03/20-15:08	2610.400	2611.200	2609.800	2610.600	             25	   2608.267	   2607.467	   2602.367	   2587.952	
 03/20-15:09	2610.400	2611.000	2610.400	2610.400	             20	   2608.400	   2607.600	   2602.567	   2588.240	
 03/20-15:10	2610.400	2611.400	2610.400	2610.600	             22	   2608.533	   2607.733	   2602.733	   2588.512	
 03/20-15:11	2610.800	2611.000	2610.400	2610.800	              9	   2608.667	   2607.800	   2602.967	   2588.800	
 03/20-15:12	2611.600	2612.400	2611.000	2612.400	             13	   2608.933	   2607.867	   2603.200	   2589.104	
 03/20-15:13	2612.200	2613.200	2611.800	2613.000	             25	   2609.067	   2608.067	   2603.467	   2589.376	
 03/20-15:14	2613.000	2616.000	2612.600	2616.000	             25	   2609.467	   2608.200	   2603.700	   2589.664	
 03/20-15:15	2616.000	2616.200	2613.000	2614.200	             31	   2609.733	   2608.333	   2604.000	   2589.952	
 03/21-09:16	2622.000	2628.000	2622.000	2628.000	            286	   2610.400	   2608.667	   2604.367	   2590.288	
 03/21-09:17	2628.200	2628.200	2625.000	2625.400	            132	   2610.933	   2609.000	   2604.700	   2590.592	
 03/21-09:18	2624.600	2626.000	2624.400	2624.600	             85	   2611.467	   2609.267	   2605.000	   2590.912	
 03/21-09:19	2625.600	2627.000	2624.000	2624.600	             41	   2612.133	   2609.533	   2605.300	   2591.200	
 03/21-09:20	2624.200	2625.000	2623.000	2625.000	             70	   2612.800	   2609.933	   2605.667	   2591.472	
 03/21-09:21	2624.400	2624.600	2622.600	2624.000	            135	   2613.333	   2610.200	   2606.000	   2591.744	
 03/21-09:22	2624.200	2624.200	2623.000	2623.600	             24	   2613.867	   2610.467	   2606.333	   2592.032	
 03/21-09:23	2623.400	2625.000	2623.000	2624.800	             30	   2614.400	   2610.733	   2606.667	   2592.304	
 03/21-09:24	2624.600	2624.600	2622.600	2623.400	             64	   2614.800	   2611.000	   2606.967	   2592.624	
 03/21-09:25	2623.800	2624.800	2623.000	2623.000	             78	   2615.200	   2611.200	   2607.233	   2592.912	
 03/21-09:26	2623.200	2623.200	2622.600	2623.200	             11	   2615.733	   2611.400	   2607.533	   2593.232	
 03/21-09:27	2623.000	2623.000	2621.800	2621.800	             24	   2616.267	   2611.667	   2607.833	   2593.536	
 03/21-09:28	2623.000	2624.000	2623.000	2624.000	             12	   2616.800	   2611.867	   2608.067	   2593.840	
 03/21-09:29	2624.000	2624.000	2623.000	2623.600	             46	   2617.333	   2612.133	   2608.333	   2594.128	
 03/21-09:30	2623.800	2624.000	2622.000	2622.600	             50	   2617.733	   2612.400	   2608.567	   2594.400	
 03/21-09:31	2621.600	2624.600	2621.600	2623.800	             28	   2618.133	   2612.733	   2608.833	   2594.688	
 03/21-09:32	2623.800	2623.800	2620.600	2621.800	             30	   2618.667	   2613.067	   2609.033	   2594.960	
 03/21-09:33	2621.400	2625.800	2621.400	2624.200	            123	   2619.067	   2613.400	   2609.267	   2595.200	
 03/21-09:34	2624.200	2625.000	2621.400	2622.200	             47	   2619.333	   2613.667	   2609.433	   2595.424	
 03/21-09:35	2623.000	2623.600	2621.000	2623.000	             28	   2619.867	   2613.933	   2609.633	   2595.648	
 03/21-09:36	2623.000	2624.000	2622.600	2623.000	             20	   2620.267	   2614.200	   2609.833	   2595.888	
 03/21-09:37	2623.400	2623.800	2620.600	2623.200	             18	   2620.667	   2614.400	   2610.000	   2596.112	
 03/21-09:38	2622.400	2622.400	2619.600	2621.000	             38	   2621.067	   2614.667	   2610.200	   2596.352	
 03/21-09:39	2620.600	2621.400	2619.400	2620.600	             17	   2621.333	   2614.867	   2610.367	   2596.560	
 03/21-09:40	2620.600	2621.200	2619.000	2619.400	             17	   2621.733	   2615.133	   2610.500	   2596.752	
 03/21-09:41	2619.800	2621.200	2619.600	2620.400	             15	   2622.000	   2615.333	   2610.600	   2596.928	
 03/21-09:42	2620.000	2621.000	2617.600	2618.000	             23	   2622.133	   2615.533	   2610.733	   2597.104	
